latitude,longitude,data_center_gross_floor_area,bar_nightclub_gross_floor,postcode,national_median_site_energy,green_power_offsite_kwh,natural_gas_cost,energy_star_score,medical_office_number_of_1,year_built,museum_gross_floor_area_ft,hospital_general_medical_16,parking_open_parking_lot,bank_branch_number_of,enclosed_mall_gross_floor,retail_store_weekly_operating,county,medical_office_mri_machine,estimated_savings_from_energy,other_water_sources_combined,fuel_oil_no_5_and_no_6_cost,office_worker_density_number,office_number_of_computers,fuel_oil_no_4_cost,data_center_national_median,net_emissions_metric_tons,national_median_source_energy,energy_star_certification_2,municipally_supplied_potable_4,courthouse_gross_floor_area,percent_of_electricity_that,vocational_school_gross_floor,electricity_use_grid_purchase,adult_education_gross_floor,other_weekly_operating_hours,fuel_oil_no_2_cost,parking_gross_floor_area,retail_store_number_of_open,multifamily_housing_number,weather_normalized_source_1,multifamily_housing_maximum,multifamily_housing_primary,energy_alerts,data_center_it_source_energy,green_power_onsite_kwh,estimated_data_flag_district,release_date,national_median_energy_cost,financial_office_weekly,data_center_pue,district_steam_use_kbtu,year_ending,multifamily_housing_percent_2,direct_ghg_emissions_metric
40.745134,-74.007525,Not Available,Not Available,10011,22088291.5,0,0,42,Not Available,2007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,USA,Not Available,0,Not Available,Not Available,2.98378,521,Not Available,Not Available,1651.6,49449835.2,Not Available,3136,Not Available,0,Not Available,13580100.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,53365715.7,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T09:52:39.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,546.7
40.757265,-73.960753,Not Available,Not Available,10022,Not Available,0,151973.768,Not Available,Not Available,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,630.2,Not Available,Not Available,4570.8,Not Available,0,Not Available,1056264.6,Not Available,Not Available,Not Available,Not Available,Not Available,214,Not Available,15,Natural Gas,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.; <b>423025065300036 (GAS)</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,90,544.3
40.779876,-73.982553,Not Available,Not Available,10017,Not Available,0,812.652664,Not Available,8,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,0,Not Available,44330.33631,Not Available,Not Available,Not Available,Not Available,432.4,Not Available,Not Available,8056,Not Available,0,Not Available,3503714.7,Not Available,Not Available,Not Available,Not Available,Not Available,213,13030197.9,17,Fuel Oil (No. 5 and No. 6),Not Available,Not Available,Not Available,Not Available,2014-04-21T13:22:16.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,147.3
40.746485,-73.825957,Not Available,Not Available,11355,34304466,0,0,11,Not Available,2010,Not Available,0.46571,Not Available,Not Available,Not Available,Not Available,New York,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2979.2,73229814,Not Available,Not Available,Not Available,0,Not Available,22819937.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,93957045.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-22T19:14:18.000,0,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,1122.5
40.847018,-73.942354,Not Available,Not Available,10033,Not Available,0,Not Available,Not Available,Not Available,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,0,Not Available,220840.5517,Not Available,Not Available,Not Available,Not Available,913.6,Not Available,Not Available,2519.8,Not Available,0,Not Available,1589245.1,Not Available,Not Available,Not Available,Not Available,Not Available,142,15396406.3,6,Fuel Oil (No. 5 and No. 6),The meters associated with the property must account for the total energy consumption of the entire property. Check the meter associations (from the Meters tab for this property) to make sure that your selections are current and accurate for the property.,Not Available,Not Available,Not Available,2014-04-29T15:07:42.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,784.3
40.795352,-73.973126,Not Available,Not Available,10025,Not Available,0,0,Not Available,Not Available,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,179050.458,Not Available,787.2,Not Available,Not Available,Not Available,Not Available,0,Not Available,2050952.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13,Not Available,<b>Fuel</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-04-07T08:51:27.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,620.3
40.749798,-73.975165,Not Available,Not Available,10017,22290073.4,0,Not Available,83,Not Available,1958,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,0,Not Available,Not Available,2.4612,649,Not Available,Not Available,1173.5,61565275.8,02/28/2014,2724.9,Not Available,0,Not Available,11412366,Not Available,Not Available,Not Available,Not Available,7,Not Available,38458433.2,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,No,2014-05-01T23:57:26.000,0,Not Available,Not Available,2766970.9,2013-12-31T00:00:00.000,Not Available,0
40.752619,-73.994503,Not Available,Not Available,10001,73713631.5,0,2350.51191,98,Not Available,1925,Not Available,Not Available,Not Available,Not Available,Not Available,40,New York,Not Available,0,Not Available,287420.4304,2.47033,1500,Not Available,Not Available,2217.7,165649323.5,Not Available,14022,Not Available,0,Not Available,16439170.7,Not Available,Not Available,Not Available,Not Available,0,Not Available,63622371.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-30T15:49:02.000,754781.44,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,Not Available,880.2
40.821583,-73.948482,Not Available,Not Available,10031,Not Available,0,0,Not Available,Not Available,1916,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,333.2,Not Available,Not Available,5388.1,Not Available,0,Not Available,1053963.4,Not Available,Not Available,Not Available,Not Available,Not Available,177,8178812,10,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-22T15:44:41.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,247.4
40.799781,-73.971477,Not Available,Not Available,10025,Not Available,Not Available,Not Available,Not Available,Not Available,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4789.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,214,Not Available,14,Fuel Oil (No. 5 and No. 6),The meter <b>ConEd AGG EL2</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.; The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.; <b>ConEd AGG EL2</b> has one or more bills in the selected timeframe that cover more than 65 days. Please enter energy use in bills less than 65 days.,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,Not Available
40.762604,-73.986831,Not Available,Not Available,10019,Not Available,0,0,Not Available,4,2001,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,396,Not Available,Not Available,2819.1,Not Available,0,Not Available,2603387.9,Not Available,Not Available,Not Available,0,Not Available,104,11812357.3,7,Not Available,Not Available,Not Available,Not Available,Not Available,2014-04-29T14:30:03.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,90,184.2
40.776005,-73.957265,Not Available,Not Available,10028,Not Available,0,0,Not Available,Not Available,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,89324.0375,Not Available,Not Available,Not Available,Not Available,406.4,Not Available,Not Available,Not Available,Not Available,0,Not Available,909819.4,Not Available,Not Available,Not Available,Not Available,Not Available,77,7299009.4,10,Fuel Oil (No. 5 and No. 6),The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,90,332.4
40.762635,-73.974222,Not Available,Not Available,10019,33528884.1,0,Not Available,64,Not Available,1921,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,1.26303,600,Not Available,Not Available,2321.8,99465155.6,Not Available,Not Available,Not Available,0,Not Available,25779046.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,83992167.8,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-21T14:30:43.000,1382116.15,55,Not Available,2533930,2013-12-31T00:00:00.000,Not Available,0
40.814014,-73.952367,Not Available,Not Available,10027,Not Available,0,Not Available,Not Available,Not Available,1920,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11.9,Not Available,Not Available,Not Available,Not Available,0,Not Available,145740.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,456941.4,6,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-02T14:57:55.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,0
40.768529,-73.981588,Not Available,Not Available,10023,99240859.2,0,1647.890005,44,Not Available,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9045.4,168459273.6,Not Available,Not Available,Not Available,0,Not Available,26637683.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,176504266.8,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-30T18:57:48.000,14031804.7,Not Available,Not Available,77631695.7,2013-12-31T00:00:00.000,Not Available,4.7
40.756924,-73.969976,6389,Not Available,10022,74877682.4,0,Not Available,84,Not Available,1960,Not Available,Not Available,0,Not Available,Not Available,68,Not Available,Not Available,0,Not Available,Not Available,2.87239,1700,Not Available,Not Available,4071.3,178159280.6,07/31/2014,8472.8,Not Available,0,Not Available,29377989,Not Available,Not Available,Not Available,10078,1,Not Available,114635347.5,Not Available,Not Available,The most recent bill for one or more meters in use in the selected timeframe is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,6625907.5,Not Available,No,2014-04-02T15:28:31.000,3152132.11,54,Not Available,18987189.8,2013-12-31T00:00:00.000,Not Available,0
40.761887,-73.968421,15922,Not Available,10022,77539021.4,0,0,Not Available,Not Available,2003,Not Available,Not Available,Not Available,23,Not Available,82,Not Available,Not Available,0,Not Available,Not Available,7.83122,10000,Not Available,Not Available,17736.6,217079944.6,Not Available,43150.9,Not Available,0,Not Available,178440371.2,Not Available,68.25,Not Available,Not Available,0,264,605073735.8,23,Not Available,Not Available,Not Available,Not Available,No,2014-04-30T15:49:02.000,385489.18,Not Available,Not Available,34367384,2013-12-31T00:00:00.000,100,175.7
40.75903,-73.970321,Not Available,Not Available,10022,57902950.2,0,Not Available,57,Not Available,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Manhattan,Not Available,0,Not Available,Not Available,2.22862,1020,Not Available,Not Available,4573.8,113484624,Not Available,4900.9,Not Available,0,Not Available,20832588.8,Not Available,168,Not Available,Not Available,Not Available,Not Available,103776660,Not Available,Not Available,Not Available,Not Available,Not Available,No,2014-04-30T16:50:23.000,0,Not Available,Not Available,32515537.6,2013-12-31T00:00:00.000,Not Available,0
40.796754,-73.970727,Not Available,Not Available,10025,Not Available,0,107878.3954,Not Available,Not Available,2007,Not Available,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1113.9,Not Available,Not Available,Not Available,Not Available,0,Not Available,8168182.8,Not Available,Not Available,Not Available,Not Available,0,263,34266653.4,34,Natural Gas,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,100,449.3
40.852799,-73.853325,Not Available,Not Available,10461,Not Available,0,0,Not Available,Not Available,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bx.,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,Not Available,568.3,Not Available,Not Available,6580.2,Not Available,0,Not Available,976207.3,Not Available,Not Available,Not Available,Not Available,Not Available,199,9750583.8,5,Fuel Oil (No. 4),Not Available,Not Available,Not Available,Not Available,2014-04-29T18:58:19.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,20,488.9
40.752532,-73.978662,Not Available,Not Available,10017,172896520.8,0,0,87,Not Available,1928,Not Available,Not Available,Not Available,Not Available,Not Available,77,New York,Not Available,0,Not Available,Not Available,1.54471,5200,Not Available,Not Available,8597.2,364136464.8,Not Available,Not Available,Not Available,0,Not Available,47529429.8,Not Available,Not Available,Not Available,Not Available,9,Not Available,213611157.9,Not Available,Not Available,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,No,2014-05-01T14:01:12.000,0,Not Available,Not Available,52317765.9,2013-12-31T00:00:00.000,Not Available,98
40.777024,-73.951813,Not Available,Not Available,10024,Not Available,0,24754.18128,Not Available,Not Available,2009,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,624.4,Not Available,Not Available,Not Available,Not Available,0,Not Available,5374643.5,Not Available,Not Available,Not Available,Not Available,Not Available,126,20261711.6,21,Natural Gas,The most recent bill for one or more meters in use is either more than 120 days old or prior to your <b>Next Eligible Date</b>.,Not Available,Not Available,Not Available,2014-05-01T23:17:57.000,Not Available,Not Available,Not Available,Not Available,2013-12-31T00:00:00.000,20,187.1
