property_id,property_name,percent_of_electricity_that,national_median_reference,financial_office_weekly,national_median_energy_star,office_gross_floor_area_ft,medical_office_percent_that_1,multifamily_housing_number_2,propane_use_kbtu,weather_normalized_site_2,weather_normalized_source,parking_open_parking_lot,data_center_it_source_energy,fuel_oil_1_use_kbtu,estimated_data_flag_fuel_3,electricity_use_grid_purchase_3,hospital_general_medical,annual_maximum_demand_meter,national_median_total_ghg,restaurant_worker_density,outdoor_water_use_all_water,national_median_site_eui,alert_energy_meter_has_less,number_of_active_energy_meters_1,food_service_gross_floor,district_hot_water_use_kbtu,fitness_center_health_club,multifamily_housing_number_7,medical_office_gross_floor,metered_areas_energy,weather_normalized_site_energy,office_worker_density_number,multifamily_housing_percent,source_eui_kbtu_ft,alert_property_has_no_uses,residence_hall_dormitory,parking_gross_floor_area,retail_store_number_of_walk,nyc_building_identification,direct_ghg_emissions_intensity,multifamily_housing_gross,third_party_certification,non_refrigerated_warehouse,alert_energy_no_meters,green_power_onsite_kwh,financial_office_number_of,hospital_general_medical_8,mailing_center_post_office,data_center_it_equipment,restaurant_weekly_operating,performing_arts_gross_floor,alert_energy_meter_has_single,weather_normalized_source_1,medical_office_number_of,parking_partially_enclosed,metered_areas_water,electricity_use_generated,multifamily_housing_resident,city,electricity_use_generated_3,net_emissions_metric_tons,green_power_offsite_kwh,property_gfa_calculated_2,laboratory_gross_floor_area,energy_star_certification_1,parent_property_name,property_gfa_calculated_1,senior_living_community_living,hospital_general_medical_3,total_ghg_emissions_intensity,largest_property_use_type,alert_data_center_issue_with,alert_water_meter_has_less,district_chilled_water_use,hospital_general_medical_5,hospital_general_medical_1,_3rd_largest_property_use,courthouse_gross_floor_area,last_modified_date_property
21294040,AKAM - 5 Court Square,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,4582,Not Available,Not Available,Not Available,15150.3,111.2,Not Available,Not Available,Not Available,Not Available,2766197.8,Not Available,Not Available,313.4,Not Available,Not Available,50.8,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,4266061,2.30031,100,110.5,Ok,Not Available,Not Available,Not Available,4619672,0.9,78964,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,9293668.8,Not Available,Not Available,Whole Property,Not Available,Not Available,Queens,Not Available,309.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,83546.0,Not Available,Not Available,3.7,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/26/2022 10:36 AM EDT
3107158,DEPM 1230 - 222 Riverside Dr,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,104,Not Available,2093.5,84.5,0,Not Available,Not Available,Not Available,3009986.6,Not Available,Not Available,1270.5,Not Available,Not Available,68.2,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,15148953,Not Available,0,81.1,Ok,Not Available,3000,Not Available,1076254,3.4,241980,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,20457625.8,Not Available,0,Whole Property,Not Available,No specific resident population,New York,Not Available,1084.1,0,3000,Not Available,No,Not Applicable: Standalone Property,241980.0,Not Available,Not Available,4.5,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 07:18 PM EDT
20662112,DEPM 2496 - 40 Bleecker Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,9647,130.9,Not Available,Not Available,Not Available,Not Available,4639364.6,Not Available,Not Available,396.3,Not Available,Not Available,45.3,Ok,4,Not Available,Not Available,Not Available,0,Not Available,Whole Property,5776491.2,Not Available,100,126.6,Ok,Not Available,Not Available,Not Available,1008181,0.5,110631,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,14485944.9,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,443.5,0,Not Available,Not Available,No,Not Applicable: Standalone Property,110631.0,Not Available,Not Available,4,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,05/20/2022 11:45 PM EDT
2718521,DEPM 2446 - 33 West 56 St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,2117,Not Available,102,Not Available,305.1,168.6,0,Not Available,Not Available,Not Available,3914826.4,Not Available,Not Available,425.7,Not Available,Not Available,58.9,Ok,6,Not Available,Not Available,Not Available,0,Not Available,Whole Property,8351756.5,2.3,0,166.5,Ok,Not Available,12856,Not Available,1035044,0,94127,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,16223644.2,Not Available,0,Whole Property,Not Available,No specific resident population,New York,Not Available,610.2,0,12856,Not Available,No,Not Applicable: Standalone Property,96244.0,Not Available,Not Available,6.3,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Office,Not Available,05/22/2022 03:32 PM EDT
4042605,DEPM 1860-4 - Cosmopolitan Assoc #4,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,174168.7,145.9,Not Available,Not Available,Not Available,Not Available,2151097.1,Not Available,Not Available,1133.2,Not Available,Not Available,121.1,Ok,13,Not Available,Not Available,Not Available,1.42128,Not Available,Whole Property,19466681.6,Not Available,0,138.9,Ok,Not Available,Not Available,Not Available,4432161;4432164;4432165;4432166;4432162;4432163,5.2,164640,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,24027187.4,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Quuens,Not Available,1033.7,0,Not Available,Not Available,No,Not Applicable: Standalone Property,164640.0,Not Available,Not Available,6.3,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,04/15/2022 02:41 PM EDT
2595911,1825 RSD Inc.,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,1239.1,120.1,Not Available,Not Available,Not Available,Not Available,661131.3,Not Available,Not Available,371.8,Not Available,Not Available,84.6,Ok,7,Not Available,Not Available,Not Available,0.72669,Not Available,Whole Property,5739699.2,Not Available,0,97.8,Ok,Not Available,Not Available,Not Available,1065052,4.8,57796,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,6942165.6,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,336.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,57796.0,Not Available,Not Available,5.8,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/18/2022 10:09 AM EDT
4994759,Dermot - 101 Avenue D,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,49078.9,93.5,Not Available,Not Available,Not Available,Not Available,2323139.4,Not Available,Not Available,485,Not Available,Not Available,62.4,Ok,7,Not Available,Not Available,Not Available,0,Not Available,Whole Property,7156163.1,Not Available,100,93.4,Ok,Not Available,Not Available,Not Available,1089381;1004509,2,100329,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,11448443.7,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Manhattan,Not Available,445.8,0,Not Available,Not Available,No,Not Applicable: Standalone Property,122439.0,Not Available,Not Available,3.6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,08/11/2022 09:00 AM EDT
10403945,570 Westminster Rd,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,62712,45.6,Not Available,Not Available,Not Available,Not Available,773861.7,Not Available,Not Available,1119,Not Available,Not Available,103,Ok,8,Not Available,Not Available,Not Available,0.96354,Not Available,Whole Property,7044967,Not Available,100,45.6,Ok,Not Available,Not Available,Not Available,3120093,1.7,192000,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,8751308.4,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Brooklyn,Not Available,398.5,0,Not Available,Not Available,No,Not Applicable: Standalone Property,192000.0,Not Available,Not Available,2.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 02:58 PM EDT
15568375,AKAM - 24-16 Queens Plaza South,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,804.4,107.7,Not Available,Not Available,Not Available,Not Available,4033935.9,Not Available,Not Available,411.3,Not Available,Not Available,44.3,Ok,3,Not Available,Not Available,Not Available,0,Not Available,Whole Property,4305573,Not Available,100,102.9,Ok,Not Available,Not Available,Not Available,4005063,0,110626,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,11914825.9,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,Not Available,345.3,0,Not Available,Not Available,No,Not Applicable: Standalone Property,110626.0,Not Available,Not Available,3.1,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,06/23/2022 01:05 PM EDT
6671544,Renaissance Realty - 1806 Caton Ave,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,32512.8,140.9,Not Available,Not Available,Not Available,Not Available,358869.7,Not Available,Not Available,170.3,Not Available,Not Available,97.3,Ok,5,Not Available,Not Available,Not Available,0,Not Available,Whole Property,3590289.8,Not Available,100,131.7,Ok,Not Available,Not Available,Not Available,3116509,5,30956,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,4363073.1,Not Available,Not Available,Whole Property,Not Available,Not Available,Brooklyn,Not Available,185.7,0,Not Available,Not Available,No,Not Applicable: Standalone Property,30956.0,Not Available,Not Available,6,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 04:46 PM EDT
3111540,DEPM 2026 - 444 East 57th St,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,54,Not Available,62429.1,101.3,Not Available,Not Available,Not Available,Not Available,1197580.3,Not Available,Not Available,444.8,Not Available,Not Available,78.4,Ok,11,Not Available,Not Available,Not Available,0,Not Available,Whole Property,7401888.3,Not Available,0,95.6,Ok,Not Available,Not Available,Not Available,1040475,3.1,96700,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,9800197.3,Not Available,Not Available,Whole Property,Not Available,No specific resident population,New York,Not Available,399.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,96700.0,Not Available,Not Available,4.1,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/23/2022 03:29 PM EDT
20476091,Carroll Gardens Landmark Condominium,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,330.8,109,Not Available,Not Available,Not Available,Not Available,1033397.9,Not Available,Not Available,99.8,Not Available,Not Available,43.9,Ok,7,Not Available,Not Available,Not Available,0,Not Available,Whole Property,1078429.1,Not Available,100,107.8,Ok,Not Available,Not Available,Not Available,3004582,0.1,27165,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,2961717.1,Not Available,Not Available,Not Available,Not Available,No specific resident population,Brooklyn,Not Available,89.1,0,Not Available,Not Available,No,Not Applicable: Standalone Property,27165.0,Not Available,Not Available,3.3,Multifamily Housing,Ok,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 04:38 PM EDT
10894222,Progressive - 1041 Findlay Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,74283.7,113.3,Not Available,Not Available,Not Available,Not Available,1347241.8,Not Available,Not Available,571.2,Not Available,Not Available,97.1,Ok,7,Not Available,Not Available,Not Available,0.68197,Not Available,Whole Property,8738193,Not Available,100,110.5,Ok,Not Available,Not Available,Not Available,2002219,3.7,101178,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,11467288.5,Not Available,Not Available,Whole Property,Not Available,Not Available,Bronx,Not Available,488.4,0,Not Available,Not Available,No,Not Applicable: Standalone Property,101178.0,Not Available,Not Available,4.8,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,03/03/2022 05:43 AM EST
6553181,AKAM - 300 West 72nd Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,15940.5,101.7,Not Available,Not Available,Not Available,Not Available,604641.2,Not Available,Not Available,149.2,Not Available,Not Available,72.7,Ok,6,Not Available,Not Available,Not Available,1.03218,Not Available,Whole Property,2192888.2,Not Available,100,97.9,Ok,Not Available,Not Available,Not Available,1030967,2.4,32940,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,3350492.4,Not Available,Not Available,Whole Property,Not Available,Not Available,New York,Not Available,128.6,0,Not Available,Not Available,No,Not Applicable: Standalone Property,32940.0,Not Available,Not Available,3.9,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,04/17/2022 05:05 PM EDT
21309649,Progressive - Campus - 1120-1140 Clay Avenue,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3432205.9,Not Available,Not Available,878.1,Not Available,Not Available,107.3,Ok,11,Not Available,Not Available,Not Available,1.16212,Not Available,Whole Property,Not Available,Not Available,100,188.9,Ok,Not Available,Not Available,Not Available,2002068;2002069;2002070,6.1,139400,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Bronx,Not Available,1136.2,0,Not Available,Not Available,No,Progressive - Campus - 1120-1140 Clay Avenue,139400.0,Not Available,Not Available,8.2,Multifamily Housing,Ok,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/24/2022 11:11 AM EDT
6694540,DEPM 1840 - 72 Poplar Street,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,Not Available,Not Available,15702.3,86.9,Not Available,Not Available,Not Available,Not Available,802190.5,Not Available,Not Available,203.3,Not Available,Not Available,70.5,Ok,5,Not Available,Not Available,Not Available,0.31242,Not Available,Whole Property,2372417.5,Not Available,100,84,Ok,Not Available,Not Available,Not Available,3398007;3001542,1.7,44812,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,3894871.9,Not Available,Not Available,Whole Property,Not Available,Not Available,Brooklyn,Not Available,144.6,0,Not Available,Not Available,No,Not Applicable: Standalone Property,44812.0,Not Available,Not Available,3.2,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 02:43 PM EDT
2704724,DEPM 2432-3 - 1019 Van Siclen,0,Fannie Mae Industry Survey - Multifamily,Not Available,50,Not Available,Not Available,0,Not Available,Not Available,49.8,Not Available,Not Available,Not Available,Not Available,8242255.8,Not Available,Not Available,1829.6,Not Available,Not Available,47.5,Ok,25,Not Available,Not Available,Not Available,1.18666,Not Available,Whole Property,8112735.2,Not Available,0,50.6,Ok,Not Available,Not Available,Not Available,3348507;3324265;3324266;3324270;3324273;3341452;3341496;3341497;3341500;3341454;3341503;3341505;3341501;3341495,0,455900,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,22715658.7,Not Available,Not Available,Whole Property,Not Available,No specific resident population,Brooklyn,Not Available,696.8,0,Not Available,Not Available,No,DEPM - Campus - MeadowWood,455900.0,Not Available,Not Available,1.5,Multifamily Housing,Ok,Possible Issue,Not Available,Not Available,Not Available,Not Available,Not Available,07/27/2022 02:43 PM EDT
