account_number,vendor_formal_name,id6_digit_naics_code,name_of_client_job_exp_1,description_of_work_job_exp_2,signatory_to_union_contracts,date_of_establishment,description_of_work_job_exp_1,description_of_work_job_exp_3,largest_value_of_contract,zip,certification,naics_subsector,naics_title,name_of_client_job_exp_2,bbl,aggregate_bonding_limit,census_tract_2020_,business_description,percent_self_performed_job_exp_3
362592,All American Window & Gutter Cleaning LLC,561720,Cinelease Studios,Janitorial Services,,2014-03-24T00:00:00.000,Janitorial Services,Janitorial Services,470856.0,7508,MBE,Services to Buildings and Dwellings,Janitorial Services,Safety Facility Services,,,,"All American Window & Gutter Cleaning offers a range of services related to cleaning, maintenance, and improvement of both commercial and residential properties. Here is a description of the operations 
involved in each service:
1. Commercial and Residential Window Cleaning:
 - The company sends trained professionals equipped with appropriate tools and cleaning solutions to 
the client's location.
 - The team assesses the number and size of windows, as well as any specific requirements or 
challenges.
 - They perform thorough cleaning of windows, including the removal of dirt, grime, and streaks.
 - Special attention is given to frames, sills, and screens to ensure a complete and satisfactory cleaning 
job.
 - Safety measures, such as using appropriate ladders and harnesses, are implemented for high-rise 
buildings.
2. Power Washing:
 - The company employs high-pressure water sprayers and cleaning agents to remove dirt, mold, 
mildew, and other contaminants from various surfaces.
 - They assess the areas to be cleaned, such as driveways, sidewalks, parking lots, decks, and building 
exteriors.
 - The team ensures proper use of pressure and cleaning solutions suitable for each surface to avoid 
damage.
 - Power washing is performed systematically, covering the entire area to achieve a thorough and 
consistent result.
3. Gutter Cleaning:
 - Trained professionals inspect the gutters for debris, leaves, twigs, and other blockages.
 - They use specialized tools to remove the debris and ensure proper drainage.
 - The team may also perform repairs or recommend maintenance if any issues are discovered during 
the cleaning process.
4. Painting:
 - The company offers painting services for both interior and exterior surfaces.
 - They consult with clients to understand their color preferences and provide guidance on suitable 
paint types and finishes.
 - The team prepares the surfaces by cleaning, sanding, and applying primer, if necessary.
 - They use professional techniques to apply coats of paint evenly, ensuring a smooth and durable finish.
 - The company may also provide additional services, such as wallpaper removal or minor repairs, as 
part of the painting process.
5. Junk Removal:
 - The company assists clients in decluttering and removing unwanted items from their properties.
 - They provide a team of trained professionals and appropriate vehicles for efficient removal.
 - The team carefully collects, sorts, and disposes of the junk, recycling or donating items whenever 
possible.
 - The company ensures responsible disposal, adhering to local waste management regulations.
6. Janitorial Services:
 - The company offers regular or one-time cleaning services for commercial properties, such as offices, 
retail spaces, and other facilities.
 - Trained janitors are assigned to perform tasks such as sweeping, mopping, dusting, vacuuming, and 
sanitizing surfaces.
 - They may also handle restocking supplies, emptying trash bins, and maintaining the cleanliness of 
common areas.
 - The company can customize their janitorial services to meet specific client requirements and 
schedules",0.0
10267,ADR Home Energy Solutions LLC,238310,SAMMUEL BISSOONDIAL,"INSULATE SIDE WALLS, WEATHER STRIP DOORS, INSTALL SMOKE, CARBON, DETECTORS. INSTALL BULBS SEAL BASEM",,2015-01-08T00:00:00.000,"INSULATE ATTIC, SIDEWALLS, WEATHER STRIP FRONT, BACK DOOR, SEAL FIREPIPE GOINGTO CHIMNEY, AIR SEALRO","INSUKATE ATTIC AND SIDEWALLS, SEAL ATTIC BYPASS, INSTALL SMOKE CARBON DETECTORS. INSTALL THERMOSTAT.",,11412,"MBE,WBE",Building Finishing Contractors,Drywall and Insulation Contractors,SOLANGE JEAN,4109780037.0,,518.0,"Weatherize residential homes to help save on their utility bills. Insulate attics, side walls, weather step entrance doors. Seal basement bypasses and attic bypass to stop air leakage. Products, cellulose insulation, foam boards, compound.",100.0
7347,718 Consulting Inc.,221114,Sunrun Direct,Sign up homeowners for rooftop solar systems,,2005-03-02T00:00:00.000,Conduct solar consultations with homeowners,Market rooftop solar to homeowners,260000.0,11412,MBE,"Electric Power Generation, Transmission and Distribution",Solar Electric Power Generation,Luminance Home Solutions LLC,4110780027.0,,532.0,Insurance; Property and Casualty; Business insurance; General Liability. Rooftop Solar,65.0
1646,Annadelle Spotless Cleaning and Painting  Inc.,238320,Away Travel,Office space cleaning,,2008-10-31T00:00:00.000,Day and Night Porter,Janitorial services,129000.0,11236,MBE,Building Finishing Contractors,Painting and Wall Covering Contractors,Malk Patners,3079640017.0,,958.0,"Annadelle Spotless Cleaning and Painting provides our clients with the highest level of service in the contract cleaning and painting industry. Our experience, knowledge and improved work system keep our schedule on budget, and mindful of protecting both indoor and outdoor environment.",100.0
366045,"Artisan Alliance, LLC",541990,Rokt Corp,Did interior design and furniture procurement. Provided project management services.,,2021-01-06T00:00:00.000,"Provided interior design, project management and furniture procurement services for the renovation o",,253983.0,10001,WBE,"Other Professional, Scientific, and Technical Services","All Other Professional, Scientific, and Technical Services",Day One Agency,1008360035.0,,76.0,"Artisan provides commercial brokerage, design, project management and furniture services in the commercial real estate industry.",
394939,"Alampalli Engineering, PLLC",541330,"Sofia Engineering, PLLC",Served as technical advisor.,,2024-08-06T00:00:00.000,Did a peer review of documents.,,500.0,12211,MBE,"Architectural, Engineering, and Related Services",Engineering Services,InnovBot LLC,,,,"Alampalli Engineering, PLLC, provides cost-effective engineering services. The company also does asset management, structural monitoring and nondestructive evaluation, bridge monitoring, policy studies (e.g., Inspection Policies and Manuals), independent peer review, research and technologies implementation, risk management, data analytics, project implementation and management, and technology transfer and training.",
5416,"Abby Suckle Architect, P.C.",541310,New York Presbyterian Hospital,Replace the signage for the Cornell Campus on the Ground and First Floor,,2004-04-06T00:00:00.000,"Replaced temporary signs with
permanent sign holders throughout the entire hospital system the signa","Kitchen renovation in order to accommodate room service dining. Robot food delivery
system installed",318000.0,11101,WBE,"Architectural, Engineering, and Related Services",Architectural Services,New York Presbyterian Hospital – Weill Cornell,4003660001.0,,3302.0,"Full service Architectural & Interior Design Firm with a specialty in hospital design. Our services also include space planning, renovations of historic buildings, exhibition design, graphic design and project management.",100.0
10578,APC Specialist LLC,238320,Seawolf Construction Corp.,Painting inside salon.,DC 9 20,2015-07-07T00:00:00.000,"Paint steel above pool, paint walls, epoxy floor paint.",Painting Office,65360.0,11101,"MBE,WBE",Building Finishing Contractors,Painting and Wall Covering Contractors,Pamper Me,4002810001.0,,19902.0,"Commercial & Industrial Painting, Epoxy Coating, Lead Abatement, Fireproofing, Intumescent, Waterproofing.",
329111,Anchor Inn Northern Inc.,721110,Hotel Engine,Successfully accommodated about 500 hotel room nights to the family who need immediate help for hous,,,Successfully accommodate about 1500 hotel room nights for the health professionals. They stayed at t,,237864.0,11361,MBE,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,American Red Cross,4073350001.0,,1471.0,"The Anchor Inn offers accommodations for both the business and leisure traveler. Simply put, the Anchor Inn provides convenience to Manhattan as well as Long Island at affordable rates with downtown amenities. Whether you are traveling for a relaxing weekend, a corporate event, or a meeting downtown, no one showcases more unique accommodations.",
100681,"4 Winds Global, Inc.",561520,Camp Chipinaw,"Arranged buses, tours and meals for a tour of Boston including college campus visits",,,We arranged charter coaches for a trip to Dorney park. We also provided support during the trip,"Arranged broadway show tickets, charter bus and meals for trip for students",25850.0,11791,"MBE,WBE",Travel Arrangement and Reservation Services,Tour Operators,Francis Lewis HS,,,,"Four Winds is a full-service educational, student and group tour arrangement operator headquartered in Syosset, New York. It services student travel needs for public school systems, youth organizations, and non-profits throughout the country. Four Winds was founded in 1994 by Veena Vohra. The Company has a well-established relationship with DOE. It began as a vendor to DOE sometime in or around 1996, and has continuously been a vendor to New York City public schools since that time. At its peak, before the coronavirus pandemic, Four Winds employed approximately 15 employees.",100.0
115158,Adrian Tropical Restaurant Corp.,722511,Perrigo Co. Inc,,,2018-02-09T00:00:00.000,full lunch for the employees,,3000.0,10457,MBE,Restaurants and Other Eating Places,Full-Service Restaurants,,2030800089.0,,373.0,"Los Amigos Restaurant brings home-made Latin American flavors to your table. Since 2018, Adrian Tropical Restaurant Corp. D/B/A Los Amigos Restaurant has an established location in the Bronx, offering varied dishes such as moro (rice with beans), stews, tapas/finger food, roast pork, pizzas, pastas, sandwiches & wraps, breakfast menus, and chips & snacks, served with the drink of your choice.

You can receive any of our offerings in our menu at home or office. We deliver within the five neighborhoods of New York City and surrounding areas like Westchester, Nassau and Suffolk counties. For special or corporate events, we can help you select the best menu option and have a tasting before assisting you with catering services and food-related supplies for the occasion.

Contact us via our website https://losamigosny.com/ or by phone at 718-220-3551 for any inquiries.",
