property_id,address_1,non_refrigerated_warehouse,census_tract,city,other_number_of_computers,hospital_general_medical_6,multifamily_housing_gross,self_storage_facility_gross,percent_better_than_national_1,address_2,college_university_gross,electricity_use_generated_2,senior_care_community_gross,repair_services_vehicle_shoe,data_center_it_site_energy,hotel_room_density_number,water_alerts,egrid_output_emissions_rate,multifamily_housing_government,percent_of_recs_retained,hospital_general_medical_9,multifamily_housing_number_5,lifestyle_center_gross_floor,data_center_ups_system,hotel_gym_fitness_center,energy_cost,energy_cost_intensity_ft,financial_office_gross_floor,weather_normalized_site_eui,estimated_data_flag_fuel_1,estimated_data_flag_fuel,medical_office_percent_that_1,distribution_center_gross,custom_property_id_1_name,hospital_general_medical_7,bowling_alley_gross_floor,multifamily_housing_number_2,municipally_supplied_potable_2,national_median_total_ghg,hotel_worker_density_number,office_number_of_workers,hospital_general_medical,multifamily_housing_percent_1,custom_property_id_1_id,stadium_open_gross_floor,convention_center_gross_floor,retail_store_walk_in,laboratory_number_of_computers,energy_power_station_gross,hotel_percent_that_can_be,library_gross_floor_area,hospital_general_medical_10,number_of_buildings
2008836,70 Little West Street,Not Available,31704.0,New York,Not Available,Not Available,408516,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Fire Water & Sewer Meter # V52243932</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,1087842,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1460459,909 Third Avenue,Not Available,108.0,New York,Not Available,Not Available,Not Available,Not Available,-27.1,,Not Available,Not Available,Not Available,Not Available,1202037.3,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,N+1,Not Available,2034226.41,2.569661,Not Available,97.2,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,9030,Not Available,1817,Not Available,Not Available,1038570,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1802367,250 Hudson Street,Not Available,37.0,New York,Not Available,Not Available,Not Available,Not Available,-28.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>DEP Water Account 60001-10404-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,92.2,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,3064.6,Not Available,1572,Not Available,Not Available,1009723;1804012,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2610789,270-10 Grand Central Parkway,4099,155101.0,Floral Park,2,Not Available,2400000,Not Available,Not Available,269-271-10 Grand Central Parkway,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Cooling Tower Water</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,7,Not Available,Not Available,Not Available,Not Available,Not Available,3362,Not Available,Not Available,No,100,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,23,Not Available,90,"4456886,4456885,4453535,4456888",Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2306542,540 Madison Avenue,Not Available,102.0,New York,Not Available,Not Available,Not Available,Not Available,-13.5,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>H49702338 Act: 90008-58357-001</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81447.48,0.27930273,12214,90.7,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,2558.6,Not Available,602.92,Not Available,Not Available,1035759,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2630795,160 Parkside Avenue,Not Available,50804.0,Brooklyn,Not Available,Not Available,148400,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3115913,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
1261446,165 Broadway,Not Available,13.0,New York,Not Available,Not Available,Not Available,Not Available,-28.9,Not Available,Not Available,Not Available,Not Available,Not Available,12308271.9,Not Available,Not Available,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,"N+1, N+1, N+1, N+1, N+1, N",Not Available,9533048.62,4.063198736,Not Available,123.3,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,34197.7,Not Available,12000,Not Available,Not Available,1001068,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2611227,300 East 40th Street,Not Available,88.0,New York,Not Available,Not Available,607110,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,One or more of the meters in use in the selected timeframe has estimated bills. Enter actual bills through the Meters tab for this property.,81.36108496,No,Not Available,Not Available,58,Not Available,Not Available,Not Available,0,0,Not Available,112.7,Not Available,Not Available,100,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,1022051,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
1230813,415 E 68 St,Not Available,116.0,New York,Not Available,Not Available,Not Available,Not Available,770.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>ZRC ( Acct #: 6000988549001)</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10044244.1,13.501507,Not Available,489.8,Not Available,Not Available,Not Available,Not Available,Bin,Not Available,Not Available,Not Available,Not Available,3672.9,Not Available,Not Available,Not Available,Not Available,1087313; 1045575,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2612674,800 Ave H,Not Available,456.0,Brooklyn,Not Available,Not Available,77400,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.36108496,No,Not Available,Not Available,5,Not Available,Not Available,Not Available,18135.51,0.2343089,Not Available,84.3,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,3170520,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2.38e+06,200 East 84th Street,Not Available,138.0,New York,Not Available,Not Available,132469,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water Meter</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,20,Not Available,Not Available,Not Available,97237.19,0.70733908,Not Available,81.1,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,1048721,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,1
2561172,2955 W 29th Street,Not Available,342.0,Brooklyn,Not Available,Not Available,149955,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,This property does not have at least one meter for the type of energy or water used in this metric calculation.,81.36108496,100% Yes,Not Available,Not Available,17,Not Available,Not Available,Not Available,0,0,Not Available,91.8,Not Available,Not Available,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50,3322028,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2564710,1049 Fifth Avenue,Not Available,15001.0,New York,Not Available,Not Available,157307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,The meter <b>Water Meter</b> does not have 12 full months of bills for the selected timeframe. Please enter bills for the full 12 months.,81.36108496,No,Not Available,Not Available,0,Not Available,Not Available,Not Available,341369.41,2.035510335,Not Available,128,Not Available,Not Available,100,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,1046842,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
2612621,271-11 76th Ave,Not Available,155102.0,New Hyde Park,Not Available,Not Available,Not Available,Not Available,-0.7,Not Available,Not Available,Not Available,381993,Not Available,Not Available,Not Available,Not Available,179.9748629,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,Not Available,No,Not Available,Not Available,Unique Building Identifier,Not Available,Not Available,Not Available,Not Available,4641.4,Not Available,Not Available,Not Available,Not Available,4-08520-0175,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1
