mandt,vbeln,kostl,mahza,msr_id,_dataaging,taxk5,kvgr4,amtbl,trvog,hb_resdate,fmbdat,fsh_vrsn_status,upd_tmstmp,auart,hb_expdate,scheme_grp,smenr,taxk6,fsh_transaction,kvgr5,gskst,vkgrp,pay_method,ktext,ps_psp_pnr,faksk,bnddt,cmwae,kokrs,kunnr,betc,fsh_rereg,tas,cancel_allow,fkara,taxk7,gwldt,psm_budat,objnr,autlf,stwae,abhov,logsysb,fsh_kvgr6,bname,taxk8,xblnr,mtlaur,augru,stafo,swenr,_xlso_trans_ctxt,abruf_part,cmngv,knkli,spart,proli,enqueue_grp,vzeit,kalcd,bukrs_vf,fsh_kvgr7,vprgr,crm_guid,hityp_pr,taxk9,vgbel,erzet,ihrez,submi,vdatu,_xlso_variant_id,abdis,fsh_kvgr8,ernam,hb_cont_reason,netwr,vbkla,vgtyp,sbgrp,stceg_l,fsh_kvgr10,knuma,fsh_ss,fsh_cq_check,xegdr,bstnk,multi,sppaym,lifsk,fsh_kvgr9,aedat,wtysc_clm_hdr,dat_fzau,awahr,kurst,gueen,_xlso_so_vald_to,cmnup,abhod,vkorg,audat,zuonr,angdt,vsbed,_xlso_payment_op,rep_freq,handle,_xlso_so_vald_fm,bstzd,taxk1,mahdt,bstdk,vbeln_grp,handoverloc,qmnum,kalsm_ch,cont_dg,cmfre,vtweg,telf1,aufnr,phase,taxk2,kvgr1,grupp,fsh_os_stg_change,abhob,landtx,kalsm,erdat,bpn,stage,kkber,taxk3,abrvw,vbtyp,kvgr2,knumv,guebg,fsh_vas_cg,waerk,vkbur,ctlpc,vsnmr_v,rplnr,vbklt,mod_allow,taxk4,_xlso_catalog_id,kvgr3,fsh_candate,agrzr,mill_appl_id,bsark,tm_ctrl_key,gsber,_fivetran_deleted,_fivetran_synced,_fivetran_sap_archived
186,VB0057,COST10,mAH062,MSR0021,8,TAXK5_07,KvGr4_1,amT01,Trv14,2025-01-27,2025-01-15,aCtIVE7,2025-06-01 12:01:36,oR098,2025-12-03,GRP4,SM012,TaXk6_023,TxN0127,KVGr5_71,GSK46,VkG08,PM028,SaLEs Order 23,PSP0730,FK025,2025-01-16,EUR93,kOkR016,cUST701,8,rEG010,TAS017,4,FkR825,TAXK7_027,2025-01-27,2025-02-09,OBJ442,2,euR,aBh017,sYS032,KVGR4_33,USER025,TAXK8_821,XBL001806,MTL8055,AgR002,StA120,sW918,CTX3043,pART07,1493.0,KNk081,sP045,PrL72,ENq3024,12,kAlC1,BKVF044,KVGr7_9,VpR070,CRM_GuId_015,HItyP19,TAXK9_125,VGB6417,2025-10-27T13:59:20.734580,IhREZ07,SuBM0037,2025-01-19,VAr06,3,KvGR8_3,ErnAM01,DeLAyED5,9798.0,VBKLA21,VtYP66,sBGrP12,STCL0242,kVgR10_10,KNUma15,SS014,CQCHK020,XEgdR1,BSt092,-10,-9,LIfSK00,KvGR94_2,2025-02-04,WClHdR25,2025-02-05,AW05,KUrS68,2025-12-10,2025-12-04,11,ABHOD92,VkO032,2025-02-01,ZUOnR30,2025-01-30,VS391,PmoP01,WEEKLY9,haND01,2025-02-02,bSTZD039,TAxK1_022,2025-02-18,2025-01-31,gRp03,hLoC017,qM072,KaLSm13,N2,Y6,VTW593,1031308384,Ord0026,PhaSE2,TAXK22_528,KvGr1_15,GRP12,-3,aBhOB27,de0,KAl12,2025-01-18,bPn012,STG2758,KkBEr18,TAXk3_04,aBrVW11,C1,kvGR2_20,KNUM027,2025-01-25,CODEGrp2,Usd6,VKBUR27,CTlp2,VSn31,RPL016,vBkLT1,-2,TAXK4_921,Cat029,KVGR3_1578,2025-07-07,AgRzR01,MIlL020,BsARk022,CTRL429,gsB023,f8,2025-06-01 12:01:47,-2
113,VB0002,COsT717,Mah022,mSR6014,1,TAXk1_026,KvgR4_13,aMt021,TRv18,2025-01-22,2025-01-17,ACtiVE9,2025-06-01 12:01:20,oR01,2025-12-01,GRP27,sM828,tAXK6_056,TXn0326,KVGr9_24,Gsk14,vKG517,PM026,sales order 1,pSP5016,FK03,2025-02-01,EUR6,kOKR825,CUsT0004,3,REg123,tAS048,-10,FKR015,TaXK7_080,2025-01-31,2025-01-24,ObJ0070,9,uSd5,AbH320,syS024,kVGR61_28,uSeR01,tAxK8_029,xbL0022,MTL0919,AGr032,STa12,SW654,cTx0016,pARt02,1205.0,KNK0113,SP028,prL022,ENQ002597,9,KALc05,BKVF021,KVGR5_16,Vpr016,CRm_GUID3_020,HiTyP1,TAxK2_013,VgB008,2025-10-27T14:18:10.978013,IHRez19,SuBM7011,2025-01-24,VAr817,-4,KVGr8_55,eRNAM026,NO_REASON3,5532.0,VbKlA1,VTyp14,SBGrp20,STcL0090,KvGR10_86,KNuMA8,SS42,CQCHK025,XEGDR1801,BSt008,-1,-5,LIFSK874,KVGR92_20,2025-01-18,WCLHdr1,2025-01-24,aW005,KuRs1,2025-12-18,2025-12-22,-9,aBhOD010,vkO023,2025-02-02,ZUoNR32,2025-01-09,vS062,PMOp09,mOnTHLY,HAND362,2025-01-17,BSTZD130,TAXk1_095,2025-02-02,2025-02-11,gRP091,HlOC421,Qm08,KALSM74,N2,N786,VtW049,1139278853,ORd0087,PHaSE57,TaXK2_031,KVGR127_1,GRp91,8,ABHob13,DE6,kAL091,2025-01-25,bPN084,STG5,kKBER7,TAxK3_002,ABRvw25,C2,KVGR2_2488,KNUM01131,2025-01-10,CoDEGrP16,EUR3,VKBUR1223,CTLP27,VSN026,RpL079,vBKlT2,1,TAXk4_035,CAt411,kVGR2_21,2025-07-16,AgRZR212,MILL685,BSArk02,CtRL120,GSb415,t0,2025-06-01 12:03:45,-10
202,VB0024,COsT112,MAh05,mSr0016,8,TAXK52_047,KVgR9_1,AMT424,trV2,2025-01-23,2025-01-12,INACtIVe3,2025-06-01 12:02:06,oR09,2025-12-19,GRP17,sM91,TAXK73_023,TxN062,KvGR5_40,gsK24,vkG013,pm011,Sales Order 1455,PSp2012,Fk222,2025-01-15,EUR91,KOKR01562,CUsT004,-4,rEg026,tAS728,-5,FKR01904,TaXK7_056,2025-01-27,2025-01-30,oBJ0097,8,uSd,aBH052,sYS124,KVGR61_05,USer026,TAxK8_04,XBL0027,MTL306,AGR985,StA011,SW732,CtX0006,pART717,1001.0,knK001,sP02,pRL11,ENQ509,16,kALC9,BKVF417,kvGR7_14,vPR071,CrM7_GUID_01,hItYP2,TaXk9_024,vGb0019,2025-10-27T14:43:21.894708,ihREZ24,sUBM102,2025-02-03,VaR525,-5,KvGR0_2,ErNAM720,DElaYED,7113.0,VBklA2,VTYP20,SbGrP27,StCL0057,KvGr10_29,knUMA1,Ss03,CqCHK615,XEgdR1,BsT0060,7,9,LiFSK097,KVGR9_21,2025-01-24,wCLHDr22,2025-02-03,aw02,kUrS2,2025-12-12,2025-12-25,6,ABHoD076,VKO62,2025-02-02,zUOnR18,2025-01-27,vS02,PMOp098,MONTHLY4,HaND032,2025-02-05,BsTZD056,TaXK3_012,2025-01-26,2025-02-17,GRP26,HLoC226,Qm082,kALSm2,Y0,Y764,vTW115,1101480900,ORD401,pHAsE1,TAXk7_020,KvGR1_9,gRP21,-2,ABHOB14,de3,KaL31,2025-01-31,BPN022,StG4,KkBeR10,TAXk2_01,ABrvW22,C7,KVgR4_15,KnuM013,2025-01-23,CoDEGrP20,Eur7,VKbUr1,CTlP56,Vsn018,rpL01,VbKLT9,-3,tAXk4_023,CAt093,KVGR92_17,2025-07-27,AGRZR02933,miLL026,BSaRK213,CTRL017,gsB014,t290,2025-06-01 12:01:10,-4
158,VB0020,COsT048,MAH68,msR0022,-5,TAXK5_022,KvGR44_14,AmT002,tRv20,2025-01-17,2025-01-05,aCTIvE7,2025-06-01 12:00:55,oR918,2025-12-15,GRp58,sM08,tAxK6_023,TXN642,kVgR5_28,GsK64,vKG085,PM027,Sales Order 1340,pSp0013,FK61,2025-01-26,USD2,KOKR973,CuSt001,-6,Reg01,Tas020,2,fKR058,TAXK32_01,2025-02-08,2025-01-22,OBJ002103,2,euR2,AbH082,SYS01736,KVgR61_1,USER028,TAXK86_013,XBL0829,MTL0018,AGr029,sTA03,SW03,CTx0122,PART006,1970.0,KnK022,Sp055,PRL01302,ENQ0001,5,KALC1656,BkVf017,KVGR79_83,Vpr023,CRM_GUiD_069,HITYp69,tAXK9_06,vGB008,2025-10-27T14:58:46.819152,iHReZ14,SUBM0026,2025-02-05,VAr097,2,KVgR8_69,ERnAM056,DElaYED,5769.0,VBKLA2849,vTYp20,SbgRP12,sTcL0029,KVGR103_1,KNuMA72,SS819,CQcHk014,XEGDR13,BsT091,10,7,LIfsK017,KVGR94_75,2025-01-06,wClHDR11,2025-01-14,AW924,KuRs23,2025-12-20,2025-12-21,7,aBHoD021,VKO012,2025-01-04,ZUonR26,2025-01-18,vS424,PmOp011,MONTHLY7,hAnD014,2025-01-26,bSTZD418,tAXK1_08,2025-02-09,2025-02-20,gRp029,hlOC02,QM387,kALsM2,Y4,N8,Vtw024,1006496906,oRD0822,PhaSE1,TAXK41_014,KvGr1_19,gRp20,6,aBHOB62,DE953,KAL02684,2025-01-25,bPn01,sTg19,KkBER9,TAXK3_69,ABRvw10,C1,KVGr5_14,KNUm12,2025-01-07,CODEgRP9,euR6,vKBUR67,CtLp1,vSn02,RPL139,VBKLT1640,3,TAXK418_028,cAT075,KvGR5_25,2025-07-06,AgRzR023,miLL01,BSArk027,CtrL026,GSb033,t56,2025-06-01 12:02:41,9
129,VB0023,COST490,maH023,MSR0101,5,TAXK3_090,KVGr4_53,aMT074,tRV84,2025-01-31,2025-01-15,INAcTIvE,2025-06-01 12:02:05,oR52,2025-12-11,GrP43,sM044,TaXK6_042,tXN003,kvGR5_20,GSK13,vkG029,PM018,Sales Order 22,PSP002186,FK562,2025-02-03,USD4,KOKR025,CUST7028,-9,REG32,TaS077,-5,FKR029,TAxK72_014,2025-02-09,2025-02-07,ObJ4024,4,EUR831,ABH036,sYS813,KVGR6_78,USer022,TaxK8_02,XbL0727,MTL0017,agR020,STA021,sw021,CtX004,paRT02,1060.0,KNk0527,SP018,PRL012,eNq0023,7,kAlC15,BKVf050,KVgr7_27,VPr61,CRM_GuID_710,hITyP26,TAXK9_026,VgB003,2025-10-27T15:04:43.996844,IHREZ1998,sUBM000,2025-01-24,VaR067,-3,KVGr88_24,ERNAm052,DElAYEd,6271.0,VBKla20,vTYp11,sbGRP17,StCl002,kVGR10_30,kNUMa2,SS085,cQCHk013,XEGdR8,BST1011,-4,0,LIfsK020,KVgR3_26,2025-02-04,WClHDR05,2025-02-04,Aw054,kUrS17,2025-12-13,2025-12-07,5,aBHOd02,VkO027,2025-01-24,zuONR27,2025-01-06,Vs629,pMOP716,weEKLY5,HaND078,2025-01-14,BSTZd02,TAXK20_02,2025-01-22,2025-01-31,gRp03,hLOC042,QM309,KALSm08,N3,Y668,VTW010,1156239271,ORD2318,PHAsE65,TAXk2_09,kVGR2_2,GrP5,3,ABHOB154,de7,KAL02429,2025-01-13,bPN121,Stg19,KKBeR74,TAxK3_915,ABRvw17,C242,KVGR2_26,kNUM217,2025-01-17,CODEgRp13,euR1,VKbUr23,CTLP4,VsN031,RPL02153,VbKlT23,3,tAXK42_01,CAT521,KVGR3_11,2025-07-10,aGRZR062,MiLL510,BsARK06,CTRl032,gsB02,t261,2025-06-01 12:02:25,2
162,VB0063,CoSt028,MaH078,MSR002347,4,TAXK92_012,KVGR478_18,AmT217,trV2,2025-01-21,2025-01-07,INACTIVE9,2025-06-01 12:02:32,oR08,2025-12-29,gRp19,SM01279,TAxk6_025,TXn3013,KVGR5_19,gSK9,vKG03,pM91,Sales ORDer 19,PSp021,fK08,2025-01-25,Eur,KOkR02,CUSt0059,9,ReG829,TAs08,-10,FKr919,TaXK7_05,2025-01-14,2025-01-29,OBJ002370,11,uSd4,aBH716,syS02,KVgR60_18,UsEr029,TaXk8_015,XbL081,MTL8027,AGR400,STA205,SW06,CTX0466,PArT52,1499.0,KNk000,sP01,PRl048,ENQ503,16,KALc50,BKVf22,KVGr74_27,vpR02,CrM_gUID_012,hITYp20,TaxK9_012,VGb0035,2025-10-27T14:25:05.378640,IHRez16,SUBM821,2025-02-12,VaR04,-2,KVGr8_4,ERNam016,NO_REAsOn4,7419.0,vbKLA11,vtYP2,SBGRP20,sTCl0010,KvGR60_13,kNUmA22,SS013,CQCHK188,XegDR10,BSt0052,-2,10,LIFSk03,KvGR5_11,2025-01-30,wcLHDR17,2025-01-28,Aw009,KUrs2,2025-12-04,2025-12-28,-4,AbHOD035,VKO246,2025-02-03,zUOnR17,2025-01-16,VS688,pMOp012,WeEkLY8,HANd071,2025-01-20,bSTZD512,TAXK8_210,2025-02-05,2025-02-18,GRP023,HLOC27,qM412,KALSM2117,Y1,N8,vTW049,1202567988,oRD5014,PHASE13,TAXK2_013,KvgR1_10,GrP35,-7,abHOB23,DE471,KAl054,2025-01-16,BPn525,Stg24,KKBER2383,TAxK3_054,ABrVw15,C502,kVGR4_18,kNUM026,2025-01-15,cOdEGRP16,EUR2,VKbuR10,CTlP96,VSN02405,RPl320,VBKLT11,0,tAXK4_22,cAt017,KVGR5_81,2025-07-18,AGRzr02,MILL510,BSArK096,cTRl01,Gsb02,t9,2025-06-01 12:02:00,-9
169,VB0008,coST029,MAh057,MSr902,5,TAXK5_35,KVgR4_43,AMT71,trV1,2025-01-28,2025-01-06,aCTiVE6,2025-06-01 12:00:39,OR34,2025-12-18,GrP0,sM415,TAxk6_023,tXN1015,KVGR5_14,gsK22,vKg015,PM028,Sales1 OrdEr 28,PsP0528,Fk089,2025-01-19,EUR5,KOkr01,CusT0021,8,REg82,TaS21,-2,FkR821,TAXk77_01,2025-02-01,2025-02-01,oBJ9018,5,uSd8,AbH518,SyS09,KVGR4_7,USer02,TAxK8_035,XBl4024,MTL0695,AGr051,StA089,SW000,CtX0034,pART04,1051.0,KNK101,SP733,pRl010,eNQ0048,16,KAlc2,bKvF014,KVgr7_18,vPR321,CrM_GUId_014,hiTYP18,TAxk9_020,vGB003,2025-10-27T13:52:11.821522,iHREz12,SuBM0009,2025-02-09,vAR613,7,KVGR8_03,eRNAM124,NO_REASON6,7811.0,VbKLA47,VTYP29,sBGrP1,STCL002804,KvgR10_2,KnUMA7,SS923,CQCHK025,XeGDR06,BsT0078,-10,8,lIFSK050,kVGR9_30,2025-01-12,WCLhdR20,2025-01-26,Aw068,KURs65,2025-12-08,2025-12-07,-9,aBHOd028,vKO063,2025-01-29,ZUOnr24,2025-01-16,VS297,pMOp025,wEEKLy1,HAnD729,2025-02-03,BSTZd023,TAXK1_340,2025-01-26,2025-02-02,GRp93,HlOc02,QM959,KaLSM9,Y706,N6,Vtw02,1064941035,OrD012,pHASE41,TAxK3_021,kVgR1_10,GRP29,9,aBHOB71,DE423,KAl03,2025-01-27,BPn912,STG13,kKBeR2,TAXK3_968,AbRvW21,C9,kVgR2_25,KNuM718,2025-01-10,CODEGrp23,Eur6,VkBuR24,cTLP87,Vsn025,RPL08,vbKLT11,-8,TaXk4_022,cAT009,KVGR5_28,2025-07-11,AGrZr020,MIlL003,bSaRK022,CTRL010,gSb029,f2,2025-06-01 12:02:53,-3
164,VB0080,COST022,MaH023,mSR0070,-10,TaxK5_026,KVGR4_2686,Amt010,TRv72,2025-01-18,2025-01-09,ActIVE,2025-06-01 12:01:46,oR004,2025-12-12,GRP26,sm028,TAxk6_01,tXn0018,KvgR5_17,GSK10,VKG023,Pm033,SaLeS Order 1,PSP071,FK028,2025-01-10,eUr,kOkR02,CusT0015,-4,rEg01,tAs027,-8,Fkr02,TAXk7_01,2025-01-12,2025-02-08,ObJ000,-4,Eur7,Abh02,SyS07,kvGR6_2,USeR219,tAxK8_016,XBL0575,MTl001,agR016,sTA082,SW410,CTx4023,pArT01,1085.0,KNK0876,Sp095,PRl729,ENQ332,18,KALC220,BKvf029,kVGr7_14,VpR322,CRM5_GUiD_011,HItYp18,TAXK9_019,vGB0002,2025-10-27T15:28:32.118767,IHrEz21,sUbM002,2025-02-11,vAr023,1,KVgr8_13,ERNAM05,No_REASoN0,8714.0,VbKlA1,VtYP14,SBgRP30,STCL0019,KVGR145_22,KNuMa22,SS024,cQChK026,XeGdR26,BSt0025,7,1,LIFSk064,KvGR99_20,2025-01-20,wCLHDr27,2025-01-27,AW182,KuRs10,2025-12-30,2025-12-02,-1,ABHOD029,vkO02,2025-01-25,ZUOnR59,2025-01-13,vs028,PMoP007,MONThlY6,HANd057,2025-02-07,bsTZD02,TaXK1_220,2025-02-06,2025-01-27,gRp034,HlOC416,QM117,KaLSM81,Y678,N8,vtW011,1233578982,ORD7029,pHAsE11,TAXk21_022,KVGr19_12,GRP28,-2,AbhOB2,US865,KAL911,2025-01-19,BPN206,STg61,kKbER23,TAxK3_62,ABRVw32,C1,KVgR2_74,KNUM027,2025-01-28,CODEGRP26,usD1,VkbUR12,CTlP08,vSN040,rPL11,VBKLT1498,7,TAXk9_02,Cat02,KVGR55_29,2025-07-25,AgRZR044,MILL300,bSArK024,cTRL717,gSB05,t838,2025-06-01 12:01:49,9
131,VB0017,COsT06,mAh016,MSR4014,-2,TAXK52_00,KVGR42_2,AMT722,trV10,2025-01-04,2025-01-24,ACtIVe3,2025-06-01 12:02:18,oR210,2025-12-11,GrP3,sM02,TAXk67_022,TxN0613,KVgR5_87,gSk13,vKg010,PM020,sales OrdEr 25,PSP000,fK912,2025-01-29,eUr,KOKR440,cUsT0020,-7,REG637,TAS093,-8,FKR01800,TAXK1_927,2025-02-04,2025-02-05,obJ0015,4,Usd,ABh112,SYs038,kVGR60_2,USER237,tAXK89_025,XBl3025,MTL0470,AgR073,STa228,Sw62,CTx0316,PART46,1978.0,kNk0022,Sp62,PrL621,ENQ085,19,kALC07,BkvF02,KVGR61_1,vPr01,crM_GUID_011,HiTYP7,TaXK9_006,vGB101,2025-10-27T14:49:07.468113,ihREZ29,SUBm0038,2025-01-25,VAR02286,-6,KVgr8_26,ERNAM016,nO_rEASON4,6737.0,vbKLA1,VtYP33,SbGRP49,stCL0027,KVGR90_7,KNUMA2510,sS01,CQCHK013,XEGDR56,BST0056,-10,6,LIFsK910,kVGr9_19,2025-02-01,WCLhDr12,2025-01-06,aW022,KURs82,2025-11-30,2025-11-30,-1,ABHoD52,VKo009,2025-01-15,zUoNR25,2025-01-13,vS411,PmOP071,WEEkLy3,HANd528,2025-01-27,BSTZd52,TAXK17_060,2025-02-18,2025-01-29,GRP036,HLOC00,QM075,KALsm24,Y1,Y880,VTW30,1004026527,oRD081,PHAsE5,TAXK3_09,KVgR1_88,gRP08,0,ABHob18,DE741,kAL529,2025-01-23,BPN867,Stg10,KKBeR57,tAxK3_02,aBRVW54,C2,KVGr2_44,knUM02,2025-01-31,CODEGRP21,eUr,VKBUR2698,CtLp2,VSn52,RpL052,VBKLT14,-4,TAXK4_65,cAT824,KVGR35_24,2025-07-16,aGRzR018,MILL01202,BSArK425,CTRl096,gSB926,t7,2025-06-01 12:02:33,11
133,VB0028,COst01,MAH02367,MsR0047,1,TAXK40_021,KVGr8_14,aMT123,Trv2,2025-01-01,2025-02-01,aCtIVE5,2025-06-01 12:02:16,OR214,2025-12-17,gRP10,sM221,TAXK6_01879,TXN0028,kVGR57_29,GsK83,VkG11,Pm41,SaLes order 1,pSP0529,fK00,2025-01-16,Usd8,KOKR00,CUST0277,-7,REg610,tAS511,-8,fkR016,TaXK75_029,2025-02-11,2025-02-05,ObJ0048,10,Usd1,ABH181,SYs72,KvGR6_21,USEr035,TAXK8_02795,xBL0087,mTl0014,aGr016,STA156,Sw072,ctX001,paRT020,1049.0,KNK001274,Sp721,PRl013,eNQ008,12,kALc2,BKVF984,KVGR7_28,VPR208,CRM_GuID_083,HITyp25,TAXK6_029,vGb0024,2025-10-27T14:50:06.042578,iHrEZ2,SUBm0080,2025-01-26,Var01,5,KVgR4_28,eRNAm028,NO_REASon8,6975.0,vBkLA23,VTYP14,SBgrP2,sTCL1025,KVGr90_16,kNUMA9,sS097,cQCHK066,XEGDR4,BsT301,-3,-2,LIFSK02837,KVGR97_05,2025-01-15,wcLHDR11,2025-01-10,aw023,KurS12,2025-12-24,2025-12-22,2,ABHOD08,VKo00,2025-01-24,ZUOnr1,2025-01-21,vS72,PMoP052,MONthLY,HANd003,2025-01-30,bsTZD026,TAXk1_006,2025-02-15,2025-01-23,GRp09,HLoC42,QM22,KalSM15,Y9,N5,VTW10,1169158326,ORD4216,PHASE45,TaXK2_085,KVGR152_1,GrP5,-2,abHOB25,US574,kAL724,2025-01-06,BPn09,sTG28,KKBER59,TAXK3_977,ABRvw25,C210,KVGR2_52,KNUm720,2025-01-21,CODEgrP29,usD7,vKbUR2,CtLp1,vSN085,RpL033,VbkLT27,-10,TAXk0_02,cAt022,kvGR3_11,2025-07-29,AgRZR006,MILL029,BSaRk021,cTrL029,GSb51,t161,2025-06-01 12:02:43,1
171,VB0082,cOSt02,MAH827,MSr0034,7,TAXK1_017,KVGR4_21,aMt02,tRV53,2025-01-16,2025-01-13,iNACTIVe9,2025-06-01 12:02:39,OR01765,2025-12-20,Grp13,SM522,tAXk6_01,TXn0429,KVgr5_15,gSK73,vkG028,pM710,Sales Order0 3,pSp001,FK28,2025-01-19,USD2,kOKR321,CUST0024,-2,REG222,TAS421,8,FkR039,TaXK76_01,2025-01-28,2025-01-24,OBj032,-4,USD940,abH027,Sys029,KvGR69_22,USER026,TAXK4_31,XbL0063,MTL305,AGR017,sTA09,sW81,CTX752,PARt038,1994.0,KNK2227,Sp721,PrL035,ENQ5511,8,kaLC23,BKvF725,KVGr79_24,VPR816,CRM_GuId_01,HITYp45,tAXK4_01,VGB0426,2025-10-27T14:33:11.667005,IHReZ99,SUbm002,2025-02-07,VaR92,4,KVGr83_1,ERnAM32,No_rEASON,9528.0,vbKLA27,VTYP2366,SBGrP91,sTCL402,KVGR10_29,KNUmA64,Ss829,cQcHK012,XEGDR1560,BSt502,-4,7,LiFSk02,KVgR9_51,2025-01-05,WClhDR27,2025-01-22,AW064,KURs07,2025-12-09,2025-12-29,-6,ABHoD725,VKO02876,2025-01-20,ZUONR236,2025-02-02,vs024,PmOP07,MOnThLY7,hAND71,2025-01-17,bSTZD819,tAXk1_022,2025-01-22,2025-02-13,GRP904,HLoC31,qM05,KALSM12,N136,N515,VTW481,1015152286,oRd0017,phASE17,TaXK4_01,KvGR12_13,Grp13,10,aBHOb16,us0,kaL013,2025-01-08,BPN028,Stg27,KkBeR2,TAXk3_007,ABRVW28,C3,KVGr4_1,KNUM092,2025-01-13,CODEGRP17,USD6,VKBUR35,cTLP9,VSN941,RPL323,VBKlT01,10,TAxk4_012,cAT126,KVgR8_23,2025-07-01,AGRZR019,MiLl025,bSARk026,CtRL72,GsB510,t7,2025-06-01 12:02:55,-9
113,VB0059,cOST41,MAH022,MsR702,-5,TAXk5_075,KVGR92_11,AmT083,TRV8,2025-01-01,2025-01-12,aCTIVe5,2025-06-01 12:02:03,Or82,2025-12-02,GRp21,SM10,TAXk61_01,TXN0019,KVGr51_21,GSK23,VKG11,pm026,Sales OrDeR 28,PSp091,FK012,2025-01-15,Eur,KOKR13,CUST0518,-5,REG821,TAS010,-5,FkR072,TAXK75_628,2025-02-05,2025-02-01,OBJ3074,10,euR6,AbH097,SYS014,kvGR6_1,uSER313,TAXK1_028,XBL405,MtL0216,agR02,STA01857,sW026,CTX9226,pART042,1579.0,KNk061,sP076,prL012,ENq201,16,KALC66,BKvF327,KVGr9_15,VPR350,CRm_GUId_01,HiTYP04,TAxk9_015,VgB000,2025-10-27T14:37:06.638714,iHREz1,SUBm0811,2025-02-06,VAr067,-2,KVGr8_52,ERNAM56,No_REaSON0,5534.0,VBKLA29,vTYp2,SBgRp25,sTCl0013,kVGR10_19,KNuMa11,ss024,cqCHK013,XeGdR21,BSt402,-3,-1,lIFSK417,KVGR98_8,2025-01-26,WcLhDR13,2025-01-08,AW02864,kuRS24,2025-12-18,2025-12-26,8,ABHod024,vKO054,2025-01-23,zUONr14,2025-01-21,vs018,PMoP067,wEEkLY4,HaND217,2025-01-13,BStZD124,tAXK1_096,2025-01-29,2025-01-21,GRP022,HloC010,QM019,kAlSM20,N1,N9,VtW312,1000326050,ORD0029,PHAsE71,tAXK26_025,KVGR9_9,GRp1,-3,aBHOB04,de,KAl005,2025-01-11,bPN322,STG24,kKBEr2,TaXK3_722,ABRVW29,C2,KVGR24_20,kNUm013,2025-01-19,coDEGRP23,eUr6,VkBUR05,CtlP14,VSn045,Rpl01,VBKlt25,-9,TAxK8_02,CAt22,kVGr3_26,2025-07-25,AgRzR02,MILl823,BsaRK017,CtRL033,GSb058,f631,2025-06-01 12:03:41,9
156,VB0086,cOsT01,mAH004,MSR004,-3,tAXK5_06,kVgR4_1,aMt013,TRV65,2025-01-16,2025-01-03,acTIVE6,2025-06-01 12:02:45,or026,2025-12-16,gRP99,SM80,TAXK6_32,TXN0250,KVGR13_2,GSK1142,VKG018,pm015,SaleS OrdEr 17,PsP0911,fK420,2025-01-18,EUR562,kOKr02,CUsT0115,11,Reg014,TAs220,-7,fKR623,tAXK9_02,2025-01-27,2025-01-19,OBJ8716,1,uSd,aBH03,SYs912,KVGr6_16,uSeR01,TAXK6_085,XBL301,MtL0614,agR020,StA073,sW716,CtX5015,PARt62,1357.0,kNK0229,sP411,PRL02756,EnQ092,17,KALC28,BKvf017,KvgR7_2,VPr030,CRM_GuID_090,HITYP29,TAXK62_02,VGB8817,2025-10-27T15:04:25.786213,IhREz12,suBM001,2025-01-19,VAr822,8,KVGr8_03,ErNAm02,DElAYeD,7639.0,vBKLA67,VTyp1,SBGRP21,sTCL0420,KVGr10_93,KNUma2,SS021,cQCHK51,xEGDr1,BSt0097,5,-10,LIFSK01602,KVGr5_14,2025-01-13,wCLhDR2,2025-01-23,AW081,KuRs28,2025-12-06,2025-12-26,9,AbHOD313,vKo01,2025-01-07,ZUoNr26,2025-01-15,Vs820,PMoP626,mOnTHLY0,HANd060,2025-02-02,BSTZD029,tAxK1_019,2025-01-20,2025-02-10,GRp733,HLoc017,qm015,kALSM9,N838,N154,VtW421,1206196506,ORd0112,PHaSE6,TAXK24_81,kVGR0_29,Grp19,-4,ABhOB00,US3,Kal018,2025-01-21,BpN06,STg39,kKbER10,taXK3_01,aBRvW2,C4,KVGr2_36,KnUM325,2025-01-29,CODEgRp1,usD,VKbUr24,CtLp13,vSn012,RPL02977,VbKLt21,-7,TAXk46_02,CaT819,KVGR18_1,2025-07-05,aGRzR021,MiLL099,BSARK019,CTrL094,GSB018,f136,2025-06-01 12:01:27,6
